,3M Company,Alcoa Incorporated,American Express Company,AT&T Incorporated,Bank of America Corporation,Boeing Corporation,Caterpillar Incorporated,Chevron Corporation,"Cisco Systems, Inc",Coca-Cola Company,DuPont,Exxon Mobil Corporation,General Electric Company,Home Depot Incorporated,Microsoft Corporation,Intel Corporation,International Business Machines,J.P. Morgan Chase & Company,Johnson & Johnson,McDonald’s Corporation,Merck & Company,Pfizer Incorporated,Procter & Gamble Company,"The Travelers Companies, Inc",United Technologies,Verizon Company,Wal-Mart Stores Incorporated,Walt Disney Company
2012-06-12,86.730003,20.47356,56.48,34.98,7.49,72.580002,87.050003,100.739998,16.790001,37.599998,45.701191,81.260002,149.846161,52.240002,29.290001,26.52,194.550003,33.77,63.080002,87.510002,37.07061,21.053131,62.759998,61.939999,46.790436,42.939999,67.720001,46.380001
2012-06-13,86.129997,20.377439,55.099998,34.98,7.5,72.059998,85.290001,100.129997,16.66,37.345001,45.060719,80.629997,149,50.970001,29.129999,26.540001,193.100006,34.299999,64.449997,87.970001,36.64122,21.053131,62.57,61.650002,46.280682,42.990002,67.07,46.23
2012-06-14,86.860001,20.78595,55.049999,35.689999,7.66,71.849998,85.889999,101.919998,16.92,37.869999,45.544632,82.129997,151.692307,52.16,29.34,26.98,195.100006,34.650002,65.449997,89.720001,37.013359,21.404175,63.18,63.119999,46.658276,43.75,67.629997,47.18
2012-06-15,87.440002,21.19446,56.279999,35.709999,7.9,71.989998,86.93,104.330002,17.1,38.044998,46.81134,83.220001,153.846161,51.869999,30.02,27.34,199.100006,35.029999,66.010002,90.5,37.15649,21.451612,62.880001,63.41,46.87854,43.549999,67.75,47.09
2012-06-18,87.309998,20.882071,55.849998,35.630001,7.76,71.900002,86.739998,103.459999,17.139999,37.990002,46.996368,83.110001,151.92308,52.32,29.84,27.42,198.289993,34.619999,66.300003,90.239998,37.07061,21.461102,62.290001,63.07,47.199497,43.82,68.120003,47.099998
2012-06-19,87.82,21.3867,56.939999,35.470001,8.11,72.919998,88.839996,104.059998,17.18,37.869999,47.85033,84.480003,153.846161,52.970001,30.700001,27.51,198.929993,35.380001,66.720001,89.599998,37.433205,21.54649,62.209999,63.450001,48.080555,43.73,67.809998,47.509998
2012-06-20,87.540001,21.434759,57.439999,35.41,8.14,73.010002,87.169998,103.629997,17.51,37.779999,48.049587,84.970001,154.615387,52.830002,30.93,27.639999,198.779999,36.450001,67,88.650002,37.414124,21.508539,60.389999,63.849998,47.772182,43.299999,68.519997,47.73
2012-06-21,86.730003,20.54565,56.32,35.029999,7.82,71.370003,84.980003,100.019997,16.93,37.334999,46.839806,82.110001,150.230774,51.259998,30.139999,26.709999,193.389999,35.509998,66.389999,87.639999,37.643131,21.442125,59.75,62.580002,47.08622,43.330002,67.699997,47.400002
2012-06-22,86.830002,20.71386,56.790001,35.169998,7.94,71.959999,84.959999,100.440002,17.129999,37.470001,46.711712,82.110001,152.384613,52.02,30.700001,26.940001,193.699997,35.990002,66.629997,88.349998,38.339695,21.565466,59.830002,63.349998,47.325363,43.950001,67.300003,47.470001
2012-06-25,85.849998,20.161169,56.049999,34.950001,7.6,71.050003,82.889999,99.080002,16.940001,37.384998,45.886215,81.239998,150.153839,51.52,29.870001,26.049999,192.860001,35.32,66.5,88.120003,37.967556,21.318787,59.310001,62.150002,46.412838,43.650002,68.18,46.700001
2012-06-26,86.18,20.161169,56.110001,34.98,7.62,70.93,82.730003,100.949997,16.82,37.540001,44.576809,82.400002,152.307693,51.880001,30.02,26.01,191.949997,35.709999,66.419998,89.099998,38.225189,21.290323,59.27,62.150002,46.337318,43.84,68.580002,47.299999
2012-06-27,87.160004,20.497589,56.880001,35.189999,7.77,71.870003,82.25,102.57,16.73,38.169998,43.779778,83.199997,154.846161,51.549999,30.17,26.219999,193,36.779999,66.839996,88.330002,38.673664,21.451612,59.98,62.830002,46.67086,43.779999,68.589996,47.869999
2012-06-28,87.160004,20.44953,56.689999,35.389999,7.74,71.580002,82.629997,103.459999,16.48,38.285,43.637451,83.099998,155.384613,51.689999,29.91,25.83,191.399994,35.880001,66.940002,88.18,38.816795,21.375711,60.290001,62.849998,45.689114,43.970001,68.300003,47.82
2012-06-29,89.599998,21.026251,58.209999,35.66,8.18,74.300003,84.910004,105.5,17.17,39.095001,44.832996,85.57,160.307693,52.990002,30.59,26.65,195.580002,35.73,67.559998,88.529999,39.837788,21.821632,61.25,63.84,47.533039,44.439999,69.720001,48.5
2012-07-02,89.279999,20.73789,59.049999,36.200001,8.05,73.18,83.68,105.860001,17.08,39.459999,44.847229,85.339996,157.615387,53.009998,30.559999,26.67,195.830002,36.279999,68,88.080002,39.933205,21.821632,61.189999,63.919998,47.22467,44.93,69.349998,48.720001
2012-07-03,89.699997,21.3867,59.41,36,8.06,74.269997,86.459999,107.370003,17.15,39.580002,45.103416,86.279999,157.153839,51.650002,30.76,26.860001,195.929993,35.880001,68.040001,88.580002,39.895039,21.698292,61.360001,64.129997,47.671494,44.950001,70.75,48.59
2012-07-05,89.57,21.434759,59.25,35.77,7.82,74.440002,86.790001,106.029999,16.940001,39.224998,45.060719,85.57,156.384613,52.110001,30.700001,26.549999,195.289993,34.380001,67.779999,89.300003,39.723282,21.508539,61.349998,63.959999,47.444935,44.889999,71.080002,48.110001
2012-07-06,88.989998,20.978189,58.630001,35.439999,7.66,73.690002,84.610001,105.07,16.77,39.075001,44.847229,84.800003,153.846161,52.150002,30.190001,26.16,191.410004,33.900002,67.639999,89.660004,39.60878,21.385199,61.279999,63.259998,46.626808,44.419998,71.360001,48.040001
2012-07-09,88.959999,21.05028,58.41,35.540001,7.56,74.029999,83.139999,104.459999,16.65,38.990002,44.391785,83.650002,154.153839,52.119999,30,26.17,189.669998,33.959999,67.779999,89.800003,40.200382,21.489565,61.549999,63.07,46.777847,44.740002,71.760002,48
2012-07-10,88.25,20.1852,58.389999,35.439999,7.48,73.220001,80.269997,103.879997,16.41,38.990002,43.495125,83.110001,150.92308,52.220001,29.74,25.559999,186.259995,34.25,67.879997,90.25,39.475189,21.290323,61.73,63.209999,46.66457,44.700001,72.110001,47.360001
2012-07-11,87.849998,20.06505,58.080002,35.259998,7.63,71.519997,79.739998,104.849998,16.379999,38.73,43.11084,84.379997,151.384613,51.669998,29.299999,25.389999,185.25,34.59,67.900002,89.529999,39.322517,21.195446,61.400002,62.529999,45.632473,44.900002,72.260002,47.27
2012-07-12,86.410004,19.944901,56.93,34.869999,7.48,71.709999,79.639999,105.029999,15.98,38.32,42.413441,84.120003,149.538467,51.549999,28.629999,24.74,183.089996,34.040001,67.709999,91.93,40.944656,21.508539,63.700001,62.240002,45.210823,44.669998,72.309998,47.41
2012-07-13,87.589996,20.233259,57.93,35.349998,7.82,73.510002,82.07,106.010002,16.309999,38.639999,43.153538,85.470001,152.07692,52.09,29.389999,25.25,186.009995,36.07,68.610001,92.290001,41.479008,21.641365,65.089996,63.130001,46.312145,45.209999,73.18,48.189999
2012-07-16,88.099998,20.016991,58.639999,35.419998,7.81,72.970001,81.150002,106.779999,16.190001,38.240002,42.57,85.050003,150.692307,51.450001,29.440001,25.129999,184.789993,35.09,68.449997,91.650002,41.364506,21.944971,64.809998,62.549999,46.073002,45.27,72.980003,47.860001
2012-07-17,88.980003,19.896839,58.68,35.82,7.92,73.110001,81.910004,107.43,16.23,38.845001,43.053909,85.730003,151.692307,50.720001,29.66,25.379999,183.649994,34.990002,69,91.889999,42.166031,22.409866,65.349998,63.310001,46.318439,45.66,73.099998,49.349998
2012-07-18,90.870003,20.016991,58.290001,36.189999,7.53,73.889999,82.519997,107.879997,16.700001,38.720001,43.751312,86.209999,152.615387,50.91,30.450001,26.209999,188.25,34.959999,69.370003,92.220001,41.927483,22.457306,64.82,64,47.105099,45.889999,72.849998,49.349998
2012-07-19,90.830002,20.13714,56.23,35.48,7.26,74.860001,82.629997,108.839996,16.68,38.775002,44.576809,86.209999,152.307693,50.959999,30.67,26.059999,195.339996,34.459999,69.529999,92.760002,41.927483,22.580645,64.919998,63.689999,47.715546,44.540001,71.529999,48.990002
2012-07-20,89.989998,19.84878,55.810001,35.290001,7.07,73.889999,80.949997,109.190002,16.360001,38.514999,44.0075,85.949997,152.846161,50.700001,30.120001,25.52,192.449997,33.900002,68.629997,91.580002,41.421757,22.485769,64.730003,62.709999,46.714916,44.490002,72.25,48.59
2012-07-23,89.360001,19.560419,55.73,35.380001,7.09,72.910004,81.580002,107.949997,16.07,38.439999,43.310097,85.209999,154.538467,50.959999,29.280001,25.26,190.830002,34.439999,68.110001,88.940002,41.28817,22.390892,64.389999,61.740002,46.117054,44.349998,71.849998,47.98
2012-07-24,88.239998,19.27206,55.630001,34.630001,7.04,72.029999,81.43,106.300003,15.12,38.330002,42.769257,84.580002,153.615387,51.169998,29.15,25.01,190.339996,34.73,67.349998,88.059998,40.734734,22.182163,64.019997,60.889999,45.273758,43.77,72.139999,48.16
2012-07-25,88.75,19.27206,56.049999,35.330002,7.07,74.029999,82.599998,106.059998,15.42,38.509998,43.082375,85.239998,153.846161,51.07,28.83,25.129999,191.080002,35.169998,67.529999,88.040001,40.667938,22.134726,64.019997,60.98,45.695408,43.720001,72.080002,48.299999
2012-07-26,90.589996,19.680571,57.759998,36.299999,7.17,74.910004,83.300003,108.269997,15.38,39.424999,41.53101,86.519997,158.153839,52.91,29.16,25.5,193.949997,35.810001,68.739998,89,41.345421,22.286528,64.559998,61.610001,45.89679,44.459999,73.669998,49.709999
2012-07-27,91.709999,20.305349,58.529999,37.139999,7.31,75.510002,86.160004,109.260002,15.69,40.005001,41.388683,87.449997,160.92308,53.709999,29.76,26.02,196.389999,36.889999,69.519997,89.190002,43.034351,22.609108,65.089996,62.720001,46.74638,44.900002,74.519997,49.939999
2012-07-30,91.279999,20.305349,58.290001,37.43,7.28,74.860001,85.690002,109.82,15.87,40.560001,41.0471,87.559998,160,53.25,29.639999,25.76,196.679993,36.139999,69.449997,89.330002,42.442749,22.495256,65.099998,63.209999,47.180618,44.950001,74.980003,49.799999
2012-07-31,91.230003,20.353411,57.709999,37.919998,7.34,73.910004,84.209999,109.580002,15.95,40.400002,40.961704,86.849998,159.615387,52.18,29.469999,25.700001,195.979996,36,69.220001,89.360001,42.146946,22.80835,64.540001,62.650002,46.847073,45.139999,74.43,49.139999
2012-08-01,91.199997,20.25729,56.799999,37.639999,7.22,72.769997,82.650002,110.5,15.98,40.505001,41.701805,86.910004,159.461533,51.68,29.41,25.93,195.179993,36,69.379997,89.43,42.251907,22.713472,64.010002,63.349998,47.067337,45.209999,73.620003,48.82
2012-08-02,90.080002,19.65654,56.490002,37.540001,7.18,71.989998,83.120003,109.25,15.74,39.875,41.388683,85.879997,157.846161,51.389999,29.190001,25.91,194.449997,35.169998,68.449997,89.589996,41.898853,22.694496,63.509998,62.869999,46.847073,44.619999,74.050003,48.98
2012-08-03,91.699997,20.11311,57.610001,37.580002,7.43,72.809998,85.019997,111.120003,16.35,40.415001,42.456139,87.550003,161.230774,52.290001,29.75,26.23,198.520004,36.09,69.120003,89.589996,42.127865,23.036053,65.5,63.709999,48.338577,44.459999,74.550003,49.77
2012-08-06,91.410004,20.425501,57.099998,37.610001,7.64,72.889999,86.349998,111.309998,16.690001,40.32,42.683861,87.449997,161.307693,52,29.950001,26.309999,198.759995,36.299999,68.839996,89.690002,42.45229,23.017078,65.809998,63.52,48.237885,44.689999,74.279999,49.650002
2012-08-07,91.699997,20.6658,57.639999,37.439999,7.67,74.459999,87.220001,111.949997,17.139999,39.884998,42.783489,87.919998,162.461533,52.400002,30.26,26.5,199.929993,37.009998,68.290001,89.010002,41.984734,22.52372,66.220001,63.369999,49.162994,44.470001,73.989998,49.810001
2012-08-08,91.629997,21.1464,57.91,37.43,7.67,74.599998,87.220001,112.139999,17.16,39.779999,42.584232,88.279999,161.615387,52.790001,30.33,26.6,199.029999,37.16,68.349998,87.529999,42.041985,22.609108,66.720001,63.810001,48.760227,44.18,74.309998,50.490002
2012-08-09,91.589996,21.290581,56.470001,37.23,7.72,74.279999,88.400002,112.629997,17.700001,39.619999,42.498837,88.199997,162,53.150002,30.5,26.700001,198.419998,36.919998,68.32,87.150002,42.251907,22.647058,66.730003,63.889999,48.477032,44.34,73.849998,49.959999
2012-08-10,92.290001,21.578939,55.849998,37.490002,7.74,74.209999,88.940002,113.550003,17.540001,39.395,42.313808,88.440002,162.307693,53.060001,30.42,26.879999,199.289993,36.970001,68.639999,88.199997,42.528625,22.713472,66.769997,63.98,49.01825,44.599998,73.68,49.650002
2012-08-13,92.400002,21.218491,56.130001,37.389999,7.72,74.190002,88.610001,113.279999,17.34,39.299999,41.915295,88.139999,161.461533,52.82,30.389999,26.690001,199.009995,36.990002,68.459999,87.900002,42.385494,22.504744,66.480003,63.73,48.753933,44.27,73.400002,49.860001
2012-08-14,92.300003,20.882071,56.080002,37.25,7.78,73.809998,87.870003,113.32,17.17,39.380001,42.242645,88.199997,161.07692,54.709999,30.129999,26.48,198.289993,37.099998,68.639999,88.120003,42.375954,22.751423,66.730003,63.540001,48.949024,44.330002,74.010002,49.689999
2012-08-15,92.540001,20.978189,56.66,37.099998,7.87,73.07,87.610001,112.57,17.35,39.349998,42.228413,88,161.230774,55,30.200001,26.27,198.399994,37.07,68.349998,87.809998,42.041985,22.80835,66.639999,63.75,49.081184,44.189999,74.449997,49.889999
2012-08-16,93.739998,21.07431,57.369999,37.240002,7.93,73.639999,88.589996,113.32,19.02,39.549999,42.769257,88.669998,161.92308,56.310001,30.780001,26.59,200.839996,37.099998,68.199997,87.459999,41.927483,22.789373,67,64.029999,49.57206,44.119999,72.150002,50.25
2012-08-17,94.239998,21.026251,57.59,37.169998,8,73.910004,90.010002,112.660004,19.059999,39.529999,42.925816,88.400002,161.538467,56.73,30.9,26.33,201.220001,36.98,67.800003,87.360001,41.354961,22.571157,67,65.129997,50.578979,44.060001,71.989998,50.459999
2012-08-20,93.889999,21.1464,56.900002,36.889999,8.15,73.830002,90.440002,112.519997,18.940001,39.470001,42.954281,87.949997,161,56.57,30.74,26.23,200.5,37.369999,67.699997,88.169998,41.746181,22.685009,66.75,65.639999,50.396477,43.700001,72.300003,50.450001
2012-08-21,93.209999,21.19446,56.599998,36.59,8.19,73.269997,90.290001,111.980003,19.16,39.259998,43.025444,87.459999,160.384613,56.32,30.799999,26.110001,198.649994,38.040001,67.779999,88.519997,40.973282,22.47628,66.769997,65.230003,49.886723,42.889999,71.43,49.639999
2012-08-22,92.68,21.31461,56.82,36.560001,8.22,72.800003,88.720001,112.150002,19.219999,38.77,42.982746,87.730003,159.846161,56.639999,30.540001,25.73,197.25,37.830002,67.75,88.550003,40.944656,22.485769,66.849998,65.449997,50.13216,42.619999,71.769997,49.66
2012-08-23,91.980003,20.73789,56.419998,36.560001,8.15,70.360001,87.629997,111.290001,19.129999,38.110001,42.399204,87.309998,158.769226,56.549999,30.26,25.040001,195.699997,37.23,67.739998,88.25,40.839695,22.52372,66.68,64.800003,49.842667,42.25,71.559998,49.169998
2012-08-24,92.830002,20.73789,57.490002,36.950001,8.16,71.089996,87.470001,112.010002,19.200001,38.470001,42.541534,88.050003,160,56.959999,30.559999,24.91,197.770004,37.169998,67.599998,88.919998,41.145039,22.779886,67.019997,65.400002,50.396477,43.169998,72.110001,49.560001
2012-08-27,92.589996,20.377439,57.419998,36.869999,8.07,71.379997,86.629997,111.730003,19.360001,38.169998,41.886829,87.739998,160.384613,56.669998,30.690001,24.84,195.690002,37.23,67.489998,89.540001,41.078243,22.666035,67.110001,65.18,50.698551,42.759998,72.5,49.630001
2012-08-28,92.300003,20.425501,57.560001,36.639999,7.96,71.519997,86.010002,112.349998,19.219999,38,41.644875,88.099998,160.07692,56.529999,30.629999,25,194.869995,37.130001,67.510002,89.139999,40.86832,22.628082,66.989998,64.839996,50.748898,42.669998,72.410004,49.630001
2012-08-29,92.43,20.52162,57.419998,36.82,8,71.440002,86.089996,111.800003,19.200001,37.459999,41.73027,87.900002,160.153839,56.84,30.65,24.67,195.080002,37.299999,67.370003,89.650002,41.087788,22.732449,66.870003,64.800003,50.453114,43.09,72.769997,50.040001
2012-08-30,91.760002,20.281321,57.169998,36.689999,7.91,70.82,84.470001,110.93,18.9,37.139999,41.801434,87.199997,158.769226,56.619999,30.32,24.27,193.369995,36.900002,67.209999,88.699997,41.145039,22.618595,66.879997,64.489998,49.754562,42.77,72.25,49.419998
2012-08-31,92.599998,20.569679,58.299999,36.639999,7.99,71.400002,85.330002,112.160004,19.08,37.400002,41.716038,87.300003,159.307693,56.75,30.82,24.83,194.850006,37.139999,67.43,89.489998,41.078243,22.637571,67.190002,64.739998,50.251732,42.939999,72.599998,49.470001
2012-09-04,91.68,20.233259,58.610001,36.810001,8,70.870003,82.660004,111.220001,19,37.279999,40.762447,87.120003,157.769226,56.790001,30.389999,24.42,194.539993,37.009998,67.260002,89.050003,41.269085,22.56167,67.400002,64.639999,49.307739,43.700001,73.510002,49.66
2012-09-05,91.75,20.47356,57.189999,36.93,7.95,71.919998,82.75,110.769997,18.9,37.509998,40.492023,87.330002,158.846161,56.540001,30.389999,24.389999,195.039993,37.110001,67.269997,89.059998,41.450382,22.694496,67.290001,64.529999,49.106358,43.799999,73.550003,50.790001
2012-09-06,93.279999,21.05028,57.41,37.439999,8.35,72.82,84.790001,113.029999,19.73,38.150002,42.029156,88.989998,163.92308,57.650002,31.35,25.1,199.100006,38.689999,67.839996,90.669998,42.213741,23.092979,68.239998,65.339996,49.968533,44.150002,74.809998,51.860001
2012-09-07,92.82,21.8673,57.73,37.299999,8.8,72.889999,88.099998,114,19.559999,37.900002,43.16777,89.919998,166.07692,57.259998,30.950001,24.190001,199.5,39.299999,67.879997,91.019997,42.032444,22.998102,68.519997,65.209999,49.974827,43.720001,73.82,51.740002
2012-09-10,90.669998,21.74715,57.52,37.419998,8.58,71.080002,87.099998,113.959999,19.15,37.66,43.125072,89.480003,165.230774,57.299999,30.719999,23.26,200.949997,38.759998,68.18,91.300003,42.232822,22.865274,68.510002,65.309998,49.471367,44.060001,73.510002,51.52
2012-09-11,91.169998,22.419991,57.23,37.619999,9.03,71.269997,88.599998,114.18,19.040001,37.77,43.039677,89.620003,166.07692,56.720001,30.790001,23.34,203.270004,39.599998,68.199997,91.199997,42.299618,22.931688,68.260002,66.949997,49.565765,44.240002,74.059998,51.560001
2012-09-12,90.809998,22.46805,57.27,37.720001,8.97,70.959999,89.120003,114.480003,19.08,37.549999,42.954281,89.550003,168.384613,57.049999,30.780001,23.190001,203.770004,39.919998,68.150002,90.82,42.490459,22.836811,68.099998,67.540001,49.609818,44.889999,74.07,51.700001
2012-09-13,92.059998,23.14089,59.049999,38.150002,9.4,71.580002,90.68,116.559998,19.360001,38.349998,44.733368,91.230003,169.384613,58.299999,30.940001,23.360001,206.360001,41.400002,68.989998,91.57,42.614506,23.007589,68.910004,68.449997,50.679672,45.580002,75.139999,52.599998
2012-09-14,93.980003,23.645519,59.27,37.259998,9.55,71.279999,93.169998,117.25,19.49,38.119999,45.900448,92.300003,170.07692,59.459999,31.209999,23.370001,206.809998,41.57,68.470001,91.699997,41.622135,22.580645,69.160004,68.580002,51.887981,44.529999,74.5,52.349998
2012-09-17,93.779999,23.020741,59.18,37.599998,9.3,69.919998,91.989998,117.139999,19.16,38.349998,44.306389,91.910004,169.615387,58.91,31.209999,23.309999,207.149994,41.189999,68.25,92.139999,41.984734,22.789373,69.25,68.480003,51.699181,44.580002,73.989998,52.150002
2012-09-18,93.43,22.80447,58.669998,37.66,9.23,70.449997,93.07,116.970001,19.049999,38.619999,44.14983,91.650002,171.07692,58.860001,31.18,23.370001,207.070007,41.259998,68.550003,93.080002,42.061069,22.779886,69.220001,68.459999,51.277534,44.91,73.949997,51.900002
2012-09-19,93.629997,22.756411,58.669998,37.759998,9.29,69.900002,93.940002,116.599998,19.120001,38.52,44.06443,90.57,172.538467,59.470001,31.049999,23.15,206.429993,41.34,68.599998,92.830002,42.471375,22.922201,69.260002,68.230003,51.42857,45.27,74.370003,52.700001
2012-09-20,93.580002,22.227751,58.34,37.939999,9.19,69.849998,92.540001,117.849998,19.110001,38.639999,43.950569,91.519997,172.538467,59.279999,31.450001,23.18,206.179993,41.25,68.900002,93.150002,42.833969,23.159393,69.559998,68.449997,50.92511,45.490002,74.75,52.66
2012-09-21,93.209999,21.93939,57.860001,38.080002,9.11,69.970001,91.720001,117.800003,18.9,38.029999,43.068142,91.919998,173.307693,59.419998,31.190001,23.129999,205.979996,40.880001,69.059998,93.709999,42.853054,23.263758,69.419998,68.610001,50.818127,45.639999,74.449997,52.740002
